,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
0,1,2,2064,WIM,SAN DIEGO Marie Antoinette,1 - 0,WIM,MORDIDO Kylen Joy,2034,3
1,2,1,2016,WIM,GALAS Bernadette,0,,bye,0,-1
2,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
3,1,1,2016,WIM,GALAS Bernadette,½ - ½,WIM,SAN DIEGO Marie Antoinette,2064,2
4,2,3,2034,WIM,MORDIDO Kylen Joy,0,,bye,0,-1
5,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
6,1,3,2034,WIM,MORDIDO Kylen Joy,0 - 1,WIM,GALAS Bernadette,2016,1
7,2,2,2064,WIM,SAN DIEGO Marie Antoinette,0,,bye,0,-1
8,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
9,1,3,2034,WIM,MORDIDO Kylen Joy,0 - 1,WIM,SAN DIEGO Marie Antoinette,2064,2
10,2,1,2016,WIM,GALAS Bernadette,0,,bye,0,-1
11,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
12,1,2,2064,WIM,SAN DIEGO Marie Antoinette,1 - 0,WIM,GALAS Bernadette,2016,1
13,2,3,2034,WIM,MORDIDO Kylen Joy,0,,bye,0,-1
14,Bo.,No.,Rtg,,Name,Result,,Name,Rtg,No.
15,1,1,2016,WIM,GALAS Bernadette,- - -,WIM,MORDIDO Kylen Joy,2034,3
16,2,2,2064,WIM,SAN DIEGO Marie Antoinette,0,,bye,0,-1
