,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,11,,Hristov Radi,0,0,0 - 1,0,,Dichev Simeon,1207,1
1,2,2,,Smilov Konstantin,1127,0,1 - 0,0,,Kirilova Hristiyana,0,12
2,3,13,,Krastev Kristiyan,0,0,0 - 1,0,,Toshkin Stanislav,1053,3
3,4,4,,Zhelev Stefan,1032,0,½ - ½,0,,Mateeva Omaya,1013,6
4,5,14,,Petrov Todor,0,0,0 - 1,0,,Gavazov Veselin,1016,5
5,6,7,,Blazheva Yana,0,0,0 - 1,0,,Rusev Daniel,0,15
6,7,16,,Shipkova Kalina,0,0,1 - 0,0,,Dancheva Ivelina,0,8
7,8,9,,Edrev Valeri,0,0,0 - 1,0,,Shterev Georgi,0,17
8,9,18,,Smilov Tsvetomir,0,0,1 - 0,0,,Galabova Irena,0,10
