,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,1,,ARIJIT BHATTACHARJEE,0,0,0 - 1,0,,RITESH BOSE,0,6
1,2,7,,SANATAN DAS,0,0,1 - 0,0,,DATTATREYO MONDAL,0,2
2,3,3,,KRISHNENDU ROY,0,0,1 - 0,0,,SANVI GANGULY,0,8
3,4,9,,SHREERSHA PAUL,0,0,1 - 0,0,,MEGHJIT ROY,0,4
4,5,5,,PRADIPTO ROY,0,0,0 - 1,0,,SOUYMABRATA ADHIKARI,0,10
