,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,7,,Karpycheva Marianna,0,0,0 - 1,0,,Arkhipova Victorlla,0,1
1,2,2,,Balikova Charoz,0,0,1 - 0,0,,Kenzhebek Kyzy,0,8
2,3,9,,Khasanova Sarvinoz,0,0,½ - ½,0,,Beisembaeva Saule,0,3
3,4,4,,Ershova Sofia,0,0,1 - 0,0,,Lavrova Irina,0,10
4,5,11,,Mazhitova Roza,0,0,0 - 1,0,,Fayzullina Aygul,0,5
5,6,6,,Gataullina Eldyz,0,0,1 - 0,0,,Nusipbaeva Ziynatkyz,0,12
