,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,1,,Слепых Степан Васильевич,1474,0,1 - 0,0,,Григорьев Сергей Витальевич,1123,7
1,2,8,,Никонов Кирилл Дмитриевич,1107,0,0 - 1,0,,Митрофанова Екатерина Александровна,1352,2
2,3,3,,Михайлов Дмитрий Денисович,1337,0,1 - 0,0,,Яковлев Данила Сергеевич,1106,9
3,4,10,,Степанов Илья Никитич,1038,0,0 - 1,0,,Тимофеев Виктор Алексеевич,1275,4
4,5,5,,Иванов Авель Алексеевич,1183,0,0 - 1,0,,Максимов Кирилл Александрович,1000,11
5,6,13,,Лапшина Аделина Николаевна,0,0,0 - 1,0,,Михайлов Роман Денисович,1170,6
