,Bo.,No.,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg,No.
0,1,1,,Efimov Alexander,0,0,1 - 0,0,,Petlicki Leszek,0,6
1,2,7,,Redin Dmitry,0,0,1 - 0,0,,Frolov Leonid,0,2
2,3,3,,Gaisinsky Vladimir,0,0,1 - 0,0,,Rokhmanov Nurbek,0,8
3,4,9,,Toktonaev Asanbek,0,0,0 - 1,0,,Khaltagarov Alexander,0,4
4,5,5,,Ozerov Semen,0,0,1 - 0,0,,Ydyrysov Shamyrbek,0,10
